algorithm,input_size,data_type,trial_id,comparisons,swaps,time_taken,memory_used,presortedness_score,duplicate_ratio,value_range
quick_sort,680,sorted,2,7548,4305,0.0050048000011884,24536,1.0,0.0,99520
heap_sort,680,sorted,2,11276,6268,0.0082736000003933,24536,1.0,0.0,99520
radix_sort,680,sorted,2,0,3400,0.0031878000008873,24536,1.0,0.0,99520
bubble_sort,680,sorted,3,679,0,0.0001315000008617,24536,1.0,0.0059,99920
selection_sort,680,sorted,3,230860,0,0.0376906999990751,24536,1.0,0.0059,99920
insertion_sort,680,sorted,3,679,0,0.0002242000009573,24536,1.0,0.0059,99920
merge_sort,680,sorted,3,3396,6456,0.0049890000009327,24536,1.0,0.0059,99920
quick_sort,680,sorted,3,7827,4234,0.0058394000006956,24536,1.0,0.0059,99920
heap_sort,680,sorted,3,11277,6282,0.0083634999973583,24536,1.0,0.0059,99920
radix_sort,680,sorted,3,0,3400,0.0031928999997035,24536,1.0,0.0059,99920
bubble_sort,680,sorted,4,679,0,0.0001650000012887,24536,1.0,0.0074,99755
selection_sort,680,sorted,4,230860,0,0.036080399997445,24536,1.0,0.0074,99755
insertion_sort,680,sorted,4,679,0,0.0002219999987573,24536,1.0,0.0074,99755
merge_sort,680,sorted,4,3396,6456,0.0049686000020301,24536,1.0,0.0074,99755
quick_sort,680,sorted,4,7048,4351,0.0052061999995203,24536,1.0,0.0074,99755
heap_sort,680,sorted,4,11267,6249,0.0081602999998722,24536,1.0,0.0074,99755
radix_sort,680,sorted,4,0,3400,0.0032169000005524,24536,1.0,0.0074,99755
bubble_sort,680,sorted,5,679,0,0.0001521999984106,24536,1.0,0.0088,99624
selection_sort,680,sorted,5,230860,0,0.0350357999996049,24536,1.0,0.0088,99624
insertion_sort,680,sorted,5,679,0,0.0002224999989266,24536,1.0,0.0088,99624
merge_sort,680,sorted,5,3396,6456,0.005043500001193,24536,1.0,0.0088,99624
quick_sort,680,sorted,5,6483,3587,0.0043346000020392,24536,1.0,0.0088,99624
heap_sort,680,sorted,5,11269,6268,0.0090063999996345,24536,1.0,0.0088,99624
radix_sort,680,sorted,5,0,3400,0.0033470999987912,24536,1.0,0.0088,99624
bubble_sort,690,sorted,1,689,0,0.0001282999983232,24896,1.0,0.0029,99044
selection_sort,690,sorted,1,237705,0,0.0376962000009371,24896,1.0,0.0029,99044
insertion_sort,690,sorted,1,689,0,0.0002543999980844,24896,1.0,0.0029,99044
merge_sort,690,sorted,1,3453,6566,0.0050913000013679,24896,1.0,0.0029,99044
quick_sort,690,sorted,1,7056,3672,0.0044366999973135,24896,1.0,0.0029,99044
heap_sort,690,sorted,1,11470,6374,0.0083350999993854,24896,1.0,0.0029,99044
radix_sort,690,sorted,1,0,3450,0.0036164999983157,24896,1.0,0.0029,99044
bubble_sort,690,sorted,2,689,0,0.0001325000012002,24896,1.0,0.0029,99796
selection_sort,690,sorted,2,237705,0,0.0372616999993624,24896,1.0,0.0029,99796
insertion_sort,690,sorted,2,689,0,0.0002282999994349,24896,1.0,0.0029,99796
merge_sort,690,sorted,2,3453,6566,0.0059251999991829,24896,1.0,0.0029,99796
quick_sort,690,sorted,2,6545,3229,0.0041420000015932,24896,1.0,0.0029,99796
heap_sort,690,sorted,2,11465,6372,0.0087400999982492,24896,1.0,0.0029,99796
radix_sort,690,sorted,2,0,3450,0.0042981000005966,24896,1.0,0.0029,99796
bubble_sort,690,sorted,3,689,0,0.0001784999985829,24896,1.0,0.0014,99657
selection_sort,690,sorted,3,237705,0,0.0544985000015003,24896,1.0,0.0014,99657
insertion_sort,690,sorted,3,689,0,0.0003144000002066,24896,1.0,0.0014,99657
merge_sort,690,sorted,3,3453,6566,0.0068544000023393,24896,1.0,0.0014,99657
quick_sort,690,sorted,3,6949,3845,0.005435099999886,24896,1.0,0.0014,99657
heap_sort,690,sorted,3,11468,6381,0.009039999997185,24896,1.0,0.0014,99657
radix_sort,690,sorted,3,0,3450,0.0032427000005554,24896,1.0,0.0014,99657
bubble_sort,690,sorted,4,689,0,0.0001358999979856,24896,1.0,0.0058,99892
selection_sort,690,sorted,4,237705,0,0.0352176999986113,24896,1.0,0.0058,99892
insertion_sort,690,sorted,4,689,0,0.0002265000002807,24896,1.0,0.0058,99892
merge_sort,690,sorted,4,3453,6566,0.0051141000003553,24896,1.0,0.0058,99892
quick_sort,690,sorted,4,7138,4170,0.0046699999984411,24896,1.0,0.0058,99892
heap_sort,690,sorted,4,11468,6369,0.0086148000009416,24896,1.0,0.0058,99892
radix_sort,690,sorted,4,0,3450,0.0032328000015695,24896,1.0,0.0058,99892
bubble_sort,690,sorted,5,689,0,0.0001364999989164,24896,1.0,0.0043,99134
selection_sort,690,sorted,5,237705,0,0.0350963000018964,24896,1.0,0.0043,99134
insertion_sort,690,sorted,5,689,0,0.0002323000007891,24896,1.0,0.0043,99134
merge_sort,690,sorted,5,3453,6566,0.0053437000024132,24896,1.0,0.0043,99134
quick_sort,690,sorted,5,6493,3553,0.0042348999995738,24896,1.0,0.0043,99134
heap_sort,690,sorted,5,11467,6377,0.0092678000000887,24896,1.0,0.0043,99134
radix_sort,690,sorted,5,0,3450,0.0035630999991553,24896,1.0,0.0043,99134
bubble_sort,700,sorted,1,699,0,0.00013620000027,25256,1.0,0.0043,99800
selection_sort,700,sorted,1,244650,0,0.0367445000010775,25256,1.0,0.0043,99800
insertion_sort,700,sorted,1,699,0,0.0002360999969823,25256,1.0,0.0043,99800
merge_sort,700,sorted,1,3504,6676,0.005319200001395,25256,1.0,0.0043,99800
quick_sort,700,sorted,1,7318,3298,0.0044068999995943,25256,1.0,0.0043,99800
heap_sort,700,sorted,1,11667,6477,0.0095431000008829,25256,1.0,0.0043,99800
radix_sort,700,sorted,1,0,3500,0.0032836999998835,25256,1.0,0.0043,99800
bubble_sort,700,sorted,2,699,0,0.0001341000024694,25256,1.0,0.0057,99665
selection_sort,700,sorted,2,244650,0,0.0405384000005142,25256,1.0,0.0057,99665
insertion_sort,700,sorted,2,699,0,0.0002339999991818,25256,1.0,0.0057,99665
merge_sort,700,sorted,2,3504,6676,0.0054812000016681,25256,1.0,0.0057,99665
quick_sort,700,sorted,2,7890,4565,0.0053160000024945,25256,1.0,0.0057,99665
heap_sort,700,sorted,2,11676,6478,0.0094671999977435,25256,1.0,0.0057,99665
radix_sort,700,sorted,2,0,3500,0.0032871000003069,25256,1.0,0.0057,99665
bubble_sort,700,sorted,3,699,0,0.0001865000012912,25256,1.0,0.0043,99121
selection_sort,700,sorted,3,244650,0,0.0387897000000521,25256,1.0,0.0043,99121
insertion_sort,700,sorted,3,699,0,0.0002539000015531,25256,1.0,0.0043,99121
merge_sort,700,sorted,3,3504,6676,0.0051698999996006,25256,1.0,0.0043,99121
quick_sort,700,sorted,3,7478,4248,0.0063989000009314,25256,1.0,0.0043,99121
heap_sort,700,sorted,3,11667,6477,0.0085050000016053,25256,1.0,0.0043,99121
radix_sort,700,sorted,3,0,3500,0.0043268000008538,25256,1.0,0.0043,99121
bubble_sort,700,sorted,4,699,0,0.0002047999987553,25256,1.0,0.0057,99760
selection_sort,700,sorted,4,244650,0,0.0432738000017707,25256,1.0,0.0057,99760
insertion_sort,700,sorted,4,699,0,0.0002352999981667,25256,1.0,0.0057,99760
merge_sort,700,sorted,4,3504,6676,0.0052692999997816,25256,1.0,0.0057,99760
quick_sort,700,sorted,4,6853,3639,0.006157499999972,25256,1.0,0.0057,99760
heap_sort,700,sorted,4,11672,6492,0.0094295999988389,25256,1.0,0.0057,99760
radix_sort,700,sorted,4,0,3500,0.0032982999982777,25256,1.0,0.0057,99760
bubble_sort,700,sorted,5,699,0,0.0002002000001084,25256,1.0,0.0014,99664
selection_sort,700,sorted,5,244650,0,0.0423117000027559,25256,1.0,0.0014,99664
insertion_sort,700,sorted,5,699,0,0.000233599999774,25256,1.0,0.0014,99664
merge_sort,700,sorted,5,3504,6676,0.0055446000005758,25256,1.0,0.0014,99664
quick_sort,700,sorted,5,6356,3580,0.004424899998412,25256,1.0,0.0014,99664
heap_sort,700,sorted,5,11668,6487,0.0085438000023714,25256,1.0,0.0014,99664
radix_sort,700,sorted,5,0,3500,0.003977099997428,25256,1.0,0.0014,99664
bubble_sort,710,sorted,1,709,0,0.0001367000004393,25616,1.0,0.0042,99845
selection_sort,710,sorted,1,251695,0,0.0418700000009266,25616,1.0,0.0042,99845
insertion_sort,710,sorted,1,709,0,0.0003438999992795,25616,1.0,0.0042,99845
merge_sort,710,sorted,1,3561,6786,0.005611399999907,25616,1.0,0.0042,99845
quick_sort,710,sorted,1,6777,3763,0.0044276000007812,25616,1.0,0.0042,99845
heap_sort,710,sorted,1,11874,6603,0.0099843999996664,25616,1.0,0.0042,99845
radix_sort,710,sorted,1,0,3550,0.0045976000001246,25616,1.0,0.0042,99845
bubble_sort,710,sorted,2,709,0,0.0001402000016241,25616,1.0,0.0099,99315
selection_sort,710,sorted,2,251695,0,0.0382686999982979,25616,1.0,0.0099,99315
insertion_sort,710,sorted,2,709,0,0.0002354999996896,25616,1.0,0.0099,99315
merge_sort,710,sorted,2,3561,6786,0.0053098999997018,25616,1.0,0.0099,99315
quick_sort,710,sorted,2,7537,4191,0.0049556000012671,25616,1.0,0.0099,99315
heap_sort,710,sorted,2,11862,6569,0.0086334999978134,25616,1.0,0.0099,99315
radix_sort,710,sorted,2,0,3550,0.0033514999995531,25616,1.0,0.0099,99315
bubble_sort,710,sorted,3,709,0,0.0004655999982787,25616,1.0,0.0042,99823
selection_sort,710,sorted,3,251695,0,0.0402194000016606,25616,1.0,0.0042,99823
insertion_sort,710,sorted,3,709,0,0.0002426999999443,25616,1.0,0.0042,99823
merge_sort,710,sorted,3,3561,6786,0.0053364000013971,25616,1.0,0.0042,99823
quick_sort,710,sorted,3,7237,3864,0.0057937999990826,25616,1.0,0.0042,99823
heap_sort,710,sorted,3,11866,6595,0.0087830999982543,25616,1.0,0.0042,99823
radix_sort,710,sorted,3,0,3550,0.0042280999987269,25616,1.0,0.0042,99823
bubble_sort,710,sorted,4,709,0,0.0001407000017934,25616,1.0,0.0014,99760
selection_sort,710,sorted,4,251695,0,0.042417500000738,25616,1.0,0.0014,99760
insertion_sort,710,sorted,4,709,0,0.0003569000000425,25616,1.0,0.0014,99760
merge_sort,710,sorted,4,3561,6786,0.0053981999990355,25616,1.0,0.0014,99760
quick_sort,710,sorted,4,8131,3949,0.0048381999986304,25616,1.0,0.0014,99760
heap_sort,710,sorted,4,11875,6601,0.0111878999996406,25616,1.0,0.0014,99760
radix_sort,710,sorted,4,0,3550,0.0033237999996345,25616,1.0,0.0014,99760
bubble_sort,710,sorted,5,709,0,0.0002033999990089,25616,1.0,0.0014,99326
selection_sort,710,sorted,5,251695,0,0.0376983000023756,25616,1.0,0.0014,99326
insertion_sort,710,sorted,5,709,0,0.0002588999996078,25616,1.0,0.0014,99326
merge_sort,710,sorted,5,3561,6786,0.0052508000007946,25616,1.0,0.0014,99326
quick_sort,710,sorted,5,8231,5090,0.005755099999078,25616,1.0,0.0014,99326
heap_sort,710,sorted,5,11872,6597,0.0086596000001009,25616,1.0,0.0014,99326
radix_sort,710,sorted,5,0,3550,0.0033355000014125,25616,1.0,0.0014,99326
bubble_sort,720,sorted,1,719,0,0.0002125000028172,25976,1.0,0.0083,99702
selection_sort,720,sorted,1,258840,0,0.0451943000007304,25976,1.0,0.0083,99702
insertion_sort,720,sorted,1,719,0,0.0003434999998717,25976,1.0,0.0083,99702
merge_sort,720,sorted,1,3616,6896,0.0074538000008033,25976,1.0,0.0083,99702
quick_sort,720,sorted,1,7640,3877,0.0047223000001395,25976,1.0,0.0083,99702
heap_sort,720,sorted,1,12063,6700,0.0092124000002513,25976,1.0,0.0083,99702
radix_sort,720,sorted,1,0,3600,0.0047292000017478,25976,1.0,0.0083,99702
bubble_sort,720,sorted,2,719,0,0.000143699999171,25976,1.0,0.0042,99916
selection_sort,720,sorted,2,258840,0,0.0440826000012748,25976,1.0,0.0042,99916
insertion_sort,720,sorted,2,719,0,0.0002392999995208,25976,1.0,0.0042,99916
merge_sort,720,sorted,2,3616,6896,0.0053248000003804,25976,1.0,0.0042,99916
quick_sort,720,sorted,2,8539,3979,0.0059024000001954,25976,1.0,0.0042,99916
heap_sort,720,sorted,2,12055,6700,0.0098946999969484,25976,1.0,0.0042,99916
radix_sort,720,sorted,2,0,3600,0.0033733999989635,25976,1.0,0.0042,99916
bubble_sort,720,sorted,3,719,0,0.0001501000006101,25976,1.0,0.0014,99700
selection_sort,720,sorted,3,258840,0,0.0469020000018645,25976,1.0,0.0014,99700
insertion_sort,720,sorted,3,719,0,0.0003386000025784,25976,1.0,0.0014,99700
merge_sort,720,sorted,3,3616,6896,0.0080242999974871,25976,1.0,0.0014,99700
quick_sort,720,sorted,3,7914,4615,0.0077510000010079,25976,1.0,0.0014,99700
heap_sort,720,sorted,3,12062,6703,0.0125864000001456,25976,1.0,0.0014,99700
radix_sort,720,sorted,3,0,3600,0.0034033000010822,25976,1.0,0.0014,99700
bubble_sort,720,sorted,4,719,0,0.0001420000007783,25976,1.0,0.0042,99907
selection_sort,720,sorted,4,258840,0,0.0397035999994841,25976,1.0,0.0042,99907
insertion_sort,720,sorted,4,719,0,0.0002423999976599,25976,1.0,0.0042,99907
merge_sort,720,sorted,4,3616,6896,0.0053316000012273,25976,1.0,0.0042,99907
quick_sort,720,sorted,4,7393,4066,0.0048836999994819,25976,1.0,0.0042,99907
heap_sort,720,sorted,4,12057,6703,0.0090626000019256,25976,1.0,0.0042,99907
radix_sort,720,sorted,4,0,3600,0.0033919000015885,25976,1.0,0.0042,99907
bubble_sort,720,sorted,5,719,0,0.000144800000271,25976,1.0,0.0042,99762
selection_sort,720,sorted,5,258840,0,0.0386486999996122,25976,1.0,0.0042,99762
insertion_sort,720,sorted,5,719,0,0.0002381999984208,25976,1.0,0.0042,99762
merge_sort,720,sorted,5,3616,6896,0.0053077000011398,25976,1.0,0.0042,99762
quick_sort,720,sorted,5,7517,3963,0.0047523000030196,25976,1.0,0.0042,99762
heap_sort,720,sorted,5,12064,6707,0.0094290999986696,25976,1.0,0.0042,99762
radix_sort,720,sorted,5,0,3600,0.0033640000001469,25976,1.0,0.0042,99762
bubble_sort,730,sorted,1,729,0,0.0001445000016246,26336,1.0,0.0041,99671
selection_sort,730,sorted,1,266085,0,0.038861100001668,26336,1.0,0.0041,99671
insertion_sort,730,sorted,1,729,0,0.0002459999996062,26336,1.0,0.0041,99671
merge_sort,730,sorted,1,3671,7006,0.0054696000006515,26336,1.0,0.0041,99671
quick_sort,730,sorted,1,7751,4057,0.0050311999984842,26336,1.0,0.0041,99671
heap_sort,730,sorted,1,12262,6811,0.0090249000022595,26336,1.0,0.0041,99671
radix_sort,730,sorted,1,0,3650,0.0034364000021014,26336,1.0,0.0041,99671
bubble_sort,730,sorted,2,729,0,0.000141500000609,26336,1.0,0.0,99815
selection_sort,730,sorted,2,266085,0,0.0402423000014096,26336,1.0,0.0,99815
insertion_sort,730,sorted,2,729,0,0.0002491000013833,26336,1.0,0.0,99815
merge_sort,730,sorted,2,3671,7006,0.0054387999989558,26336,1.0,0.0,99815
quick_sort,730,sorted,2,7625,4542,0.0050991000025533,26336,1.0,0.0,99815
heap_sort,730,sorted,2,12266,6810,0.0091477999994822,26336,1.0,0.0,99815
radix_sort,730,sorted,2,0,3650,0.003623399999924,26336,1.0,0.0,99815
bubble_sort,730,sorted,3,729,0,0.0001425000009476,26336,1.0,0.0041,99951
selection_sort,730,sorted,3,266085,0,0.0403235999983735,26336,1.0,0.0041,99951
insertion_sort,730,sorted,3,729,0,0.0002502999996067,26336,1.0,0.0041,99951
merge_sort,730,sorted,3,3671,7006,0.0056622000010975,26336,1.0,0.0041,99951
quick_sort,730,sorted,3,6978,3560,0.0044495000001916,26336,1.0,0.0041,99951
heap_sort,730,sorted,3,12263,6811,0.0094992999984242,26336,1.0,0.0041,99951
radix_sort,730,sorted,3,0,3650,0.0034505999974498,26336,1.0,0.0041,99951
bubble_sort,730,sorted,4,729,0,0.0001405000002705,26336,1.0,0.0027,99664
selection_sort,730,sorted,4,266085,0,0.0395951999998942,26336,1.0,0.0027,99664
insertion_sort,730,sorted,4,729,0,0.0002396999989286,26336,1.0,0.0027,99664
merge_sort,730,sorted,4,3671,7006,0.0053932000009808,26336,1.0,0.0027,99664
quick_sort,730,sorted,4,7399,4549,0.0049268000002484,26336,1.0,0.0027,99664
heap_sort,730,sorted,4,12261,6808,0.0095632999982626,26336,1.0,0.0027,99664
radix_sort,730,sorted,4,0,3650,0.0034003000000666,26336,1.0,0.0027,99664
bubble_sort,730,sorted,5,729,0,0.0001372000006085,26336,1.0,0.0014,99889
selection_sort,730,sorted,5,266085,0,0.040132199999789,26336,1.0,0.0014,99889
insertion_sort,730,sorted,5,729,0,0.0002732000029936,26336,1.0,0.0014,99889
merge_sort,730,sorted,5,3671,7006,0.005430699999124,26336,1.0,0.0014,99889
quick_sort,730,sorted,5,7948,4520,0.0056519999998272,26336,1.0,0.0014,99889
heap_sort,730,sorted,5,12266,6811,0.0089368000008107,26336,1.0,0.0014,99889
radix_sort,730,sorted,5,0,3650,0.0034508999997342,26336,1.0,0.0014,99889
bubble_sort,740,sorted,1,739,0,0.000143700002809,26696,1.0,0.0027,99865
selection_sort,740,sorted,1,273430,0,0.0408489000001282,26696,1.0,0.0027,99865
insertion_sort,740,sorted,1,739,0,0.0002531999998609,26696,1.0,0.0027,99865
merge_sort,740,sorted,1,3720,7116,0.0058036999980686,26696,1.0,0.0027,99865
quick_sort,740,sorted,1,7555,3425,0.0046353999969142,26696,1.0,0.0027,99865
heap_sort,740,sorted,1,12465,6914,0.0094858000011299,26696,1.0,0.0027,99865
radix_sort,740,sorted,1,0,3700,0.0034583999986352,26696,1.0,0.0027,99865
bubble_sort,740,sorted,2,739,0,0.0001477000005252,26696,1.0,0.0014,99974
selection_sort,740,sorted,2,273430,0,0.043749000000389,26696,1.0,0.0014,99974
insertion_sort,740,sorted,2,739,0,0.0002411999994365,26696,1.0,0.0014,99974
merge_sort,740,sorted,2,3720,7116,0.0054983999980322,26696,1.0,0.0014,99974
quick_sort,740,sorted,2,7605,4877,0.0054594000030192,26696,1.0,0.0014,99974
heap_sort,740,sorted,2,12463,6909,0.009474800001044,26696,1.0,0.0014,99974
radix_sort,740,sorted,2,0,3700,0.0034759000009216,26696,1.0,0.0014,99974
bubble_sort,740,sorted,3,739,0,0.0001460999992559,26696,1.0,0.0054,99765
selection_sort,740,sorted,3,273430,0,0.0404589999998279,26696,1.0,0.0054,99765
insertion_sort,740,sorted,3,739,0,0.0002426999999443,26696,1.0,0.0054,99765
merge_sort,740,sorted,3,3720,7116,0.0056793000003381,26696,1.0,0.0054,99765
quick_sort,740,sorted,3,8929,5280,0.0056509000023652,26696,1.0,0.0054,99765
heap_sort,740,sorted,3,12459,6914,0.0092129000004206,26696,1.0,0.0054,99765
radix_sort,740,sorted,3,0,3700,0.0038925999979255,26696,1.0,0.0054,99765
bubble_sort,740,sorted,4,739,0,0.0001439000006939,26696,1.0,0.0068,99431
selection_sort,740,sorted,4,273430,0,0.0413540999979886,26696,1.0,0.0068,99431
insertion_sort,740,sorted,4,739,0,0.0002469999999448,26696,1.0,0.0068,99431
merge_sort,740,sorted,4,3720,7116,0.0055200999995577,26696,1.0,0.0068,99431
quick_sort,740,sorted,4,8349,5180,0.0054759999984526,26696,1.0,0.0068,99431
heap_sort,740,sorted,4,12460,6923,0.009658799997851,26696,1.0,0.0068,99431
radix_sort,740,sorted,4,0,3700,0.0034388999993097,26696,1.0,0.0068,99431
bubble_sort,740,sorted,5,739,0,0.000139300002047,26696,1.0,0.0041,99984
selection_sort,740,sorted,5,273430,0,0.040970299996843,26696,1.0,0.0041,99984
insertion_sort,740,sorted,5,739,0,0.0002457999980833,26696,1.0,0.0041,99984
merge_sort,740,sorted,5,3720,7116,0.005507400001079,26696,1.0,0.0041,99984
quick_sort,740,sorted,5,7630,4875,0.0055071999995561,26696,1.0,0.0041,99984
heap_sort,740,sorted,5,12460,6901,0.0091463999997358,26696,1.0,0.0041,99984
radix_sort,740,sorted,5,0,3700,0.0034844000001612,26696,1.0,0.0041,99984
bubble_sort,750,sorted,1,749,0,0.0001468999980716,27056,1.0,0.0053,99727
selection_sort,750,sorted,1,280875,0,0.0414659000016399,27056,1.0,0.0053,99727
insertion_sort,750,sorted,1,749,0,0.0002504000003682,27056,1.0,0.0053,99727
merge_sort,750,sorted,1,3769,7226,0.0055753000015101,27056,1.0,0.0053,99727
quick_sort,750,sorted,1,8928,4773,0.0057749000006879,27056,1.0,0.0053,99727
heap_sort,750,sorted,1,12653,7016,0.0099803000011888,27056,1.0,0.0053,99727
radix_sort,750,sorted,1,0,3750,0.0035663999988173,27056,1.0,0.0053,99727
bubble_sort,750,sorted,2,749,0,0.0001474000018788,27056,1.0,0.0027,99596
selection_sort,750,sorted,2,280875,0,0.0424421000025176,27056,1.0,0.0027,99596
insertion_sort,750,sorted,2,749,0,0.0002495999979146,27056,1.0,0.0027,99596
merge_sort,750,sorted,2,3769,7226,0.0056723999987298,27056,1.0,0.0027,99596
quick_sort,750,sorted,2,7240,4313,0.0048620999987178,27056,1.0,0.0027,99596
heap_sort,750,sorted,2,12656,7022,0.0100001999999221,27056,1.0,0.0027,99596
radix_sort,750,sorted,2,0,3750,0.0036131999986537,27056,1.0,0.0027,99596
bubble_sort,750,sorted,3,749,0,0.000142600001709,27056,1.0,0.004,99591
selection_sort,750,sorted,3,280875,0,0.0412398999978904,27056,1.0,0.004,99591
insertion_sort,750,sorted,3,749,0,0.0002473000022291,27056,1.0,0.004,99591
merge_sort,750,sorted,3,3769,7226,0.0056127999996533,27056,1.0,0.004,99591
quick_sort,750,sorted,3,7790,5008,0.0052690000011352,27056,1.0,0.004,99591
heap_sort,750,sorted,3,12650,7011,0.0092535000003408,27056,1.0,0.004,99591
radix_sort,750,sorted,3,0,3750,0.003512999999657,27056,1.0,0.004,99591
bubble_sort,750,sorted,4,749,0,0.0001740000006975,27056,1.0,0.0027,99580
selection_sort,750,sorted,4,280875,0,0.0420929000028991,27056,1.0,0.0027,99580
insertion_sort,750,sorted,4,749,0,0.0002571000004536,27056,1.0,0.0027,99580
merge_sort,750,sorted,4,3769,7226,0.0059948000016447,27056,1.0,0.0027,99580
quick_sort,750,sorted,4,7966,4800,0.0053705000027548,27056,1.0,0.0027,99580
heap_sort,750,sorted,4,12655,7024,0.0096001000019896,27056,1.0,0.0027,99580
radix_sort,750,sorted,4,0,3750,0.0035920000009355,27056,1.0,0.0027,99580
bubble_sort,750,sorted,5,749,0,0.0002189000006183,27056,1.0,0.0053,99727
selection_sort,750,sorted,5,280875,0,0.0420306000014534,27056,1.0,0.0053,99727
insertion_sort,750,sorted,5,749,0,0.0002516999993531,27056,1.0,0.0053,99727
merge_sort,750,sorted,5,3769,7226,0.0055567000017617,27056,1.0,0.0053,99727
quick_sort,750,sorted,5,7373,4280,0.0048533000008319,27056,1.0,0.0053,99727
heap_sort,750,sorted,5,12652,7017,0.009617600000638,27056,1.0,0.0053,99727
radix_sort,750,sorted,5,0,3750,0.003501099999994,27056,1.0,0.0053,99727
bubble_sort,760,sorted,1,759,0,0.0002927000023191,27416,1.0,0.0053,99083
selection_sort,760,sorted,1,288420,0,0.0562850999995134,27416,1.0,0.0053,99083
insertion_sort,760,sorted,1,759,0,0.0002534999985073,27416,1.0,0.0053,99083
merge_sort,760,sorted,1,3812,7336,0.0056941000002552,27416,1.0,0.0053,99083
quick_sort,760,sorted,1,7757,4680,0.0052171999996062,27416,1.0,0.0053,99083
heap_sort,760,sorted,1,12852,7130,0.0093865000017103,27416,1.0,0.0053,99083
radix_sort,760,sorted,1,0,3800,0.0037604999997711,27416,1.0,0.0053,99083
bubble_sort,760,sorted,2,759,0,0.0001462000000174,27416,1.0,0.0026,99592
selection_sort,760,sorted,2,288420,0,0.0436119000005419,27416,1.0,0.0026,99592
insertion_sort,760,sorted,2,759,0,0.0002839000007952,27416,1.0,0.0026,99592
merge_sort,760,sorted,2,3812,7336,0.0056764000000839,27416,1.0,0.0026,99592
quick_sort,760,sorted,2,8163,4100,0.0049944000020332,27416,1.0,0.0026,99592
heap_sort,760,sorted,2,12854,7134,0.0096721000008983,27416,1.0,0.0026,99592
radix_sort,760,sorted,2,0,3800,0.0035970999997516,27416,1.0,0.0026,99592
bubble_sort,760,sorted,3,759,0,0.0001498999990872,27416,1.0,0.0026,99843
selection_sort,760,sorted,3,288420,0,0.0425465000007534,27416,1.0,0.0026,99843
insertion_sort,760,sorted,3,759,0,0.0002553999984229,27416,1.0,0.0026,99843
merge_sort,760,sorted,3,3812,7336,0.0056436999984725,27416,1.0,0.0026,99843
quick_sort,760,sorted,3,7890,4461,0.0056857999989006,27416,1.0,0.0026,99843
heap_sort,760,sorted,3,12855,7134,0.0095955000033427,27416,1.0,0.0026,99843
radix_sort,760,sorted,3,0,3800,0.0039108000019041,27416,1.0,0.0026,99843
bubble_sort,760,sorted,4,759,0,0.0001484999993408,27416,1.0,0.0066,99851
selection_sort,760,sorted,4,288420,0,0.0436774999980116,27416,1.0,0.0066,99851
insertion_sort,760,sorted,4,759,0,0.0002569000025687,27416,1.0,0.0066,99851
merge_sort,760,sorted,4,3812,7336,0.0057280000000901,27416,1.0,0.0066,99851
quick_sort,760,sorted,4,8095,4448,0.0051851000025635,27416,1.0,0.0066,99851
heap_sort,760,sorted,4,12848,7132,0.0093928999995114,27416,1.0,0.0066,99851
radix_sort,760,sorted,4,0,3800,0.0035466999979689,27416,1.0,0.0066,99851
bubble_sort,760,sorted,5,759,0,0.0001425000009476,27416,1.0,0.0,99955
selection_sort,760,sorted,5,288420,0,0.0419656999983999,27416,1.0,0.0,99955
insertion_sort,760,sorted,5,759,0,0.0002456000001984,27416,1.0,0.0,99955
merge_sort,760,sorted,5,3812,7336,0.0056526000007579,27416,1.0,0.0,99955
quick_sort,760,sorted,5,8566,4298,0.0055317999976978,27416,1.0,0.0,99955
heap_sort,760,sorted,5,12857,7134,0.0095488000006298,27416,1.0,0.0,99955
radix_sort,760,sorted,5,0,3800,0.0038100999991002,27416,1.0,0.0,99955
bubble_sort,770,sorted,1,769,0,0.0001491000002715,27776,1.0,0.0039,99920
selection_sort,770,sorted,1,296065,0,0.0447112999972887,27776,1.0,0.0039,99920
insertion_sort,770,sorted,1,769,0,0.0002590000003692,27776,1.0,0.0039,99920
merge_sort,770,sorted,1,3857,7446,0.0057558000007702,27776,1.0,0.0039,99920
quick_sort,770,sorted,1,8271,4561,0.0052308000012999,27776,1.0,0.0039,99920
heap_sort,770,sorted,1,13043,7241,0.0101821000025665,27776,1.0,0.0039,99920
radix_sort,770,sorted,1,0,3850,0.003599400002713,27776,1.0,0.0039,99920
bubble_sort,770,sorted,2,769,0,0.0001482000006944,27776,1.0,0.0039,99894
selection_sort,770,sorted,2,296065,0,0.0435337999988405,27776,1.0,0.0039,99894
insertion_sort,770,sorted,2,769,0,0.000254100003076,27776,1.0,0.0039,99894
merge_sort,770,sorted,2,3857,7446,0.0059810000020661,27776,1.0,0.0039,99894
quick_sort,770,sorted,2,7697,3998,0.0048876000000745,27776,1.0,0.0039,99894
heap_sort,770,sorted,2,13049,7239,0.0104383999969286,27776,1.0,0.0039,99894
radix_sort,770,sorted,2,0,3850,0.0036190999999234,27776,1.0,0.0039,99894
bubble_sort,770,sorted,3,769,0,0.0001498999990872,27776,1.0,0.0039,99689
selection_sort,770,sorted,3,296065,0,0.0443594999997003,27776,1.0,0.0039,99689
insertion_sort,770,sorted,3,769,0,0.0002721000018937,27776,1.0,0.0039,99689
merge_sort,770,sorted,3,3857,7446,0.0056637999987287,27776,1.0,0.0039,99689
